시군구,단지명,전용면적(㎡),계약일,거래금액(만원),층,건축년도,도로명
경기도 부천시원미구 심곡동,에코스마트2,14.43,12,"5,600",9,2013,신흥로16번길 11
광주광역시 남구 행암동,효천남해오네뜨2단지,84.82,12,"34,000",6,2014,효우2로 45
경기도 군포시 당동,그랑시티Ⅱ,58.51,12,"33,000",18,2020,산본로 185
대구광역시 북구 동변동,주공그린빌8,59.83,12,"14,500",7,2002,동변로 55
서울특별시 영등포구 신길동,보라매에스케이뷰,84.98,12,"147,000",13,2020,여의대방로35가길 19
경상북도 영천시 완산동,동부품안애,46.78,12,"8,350",6,2016,통운길 2
경상북도 영천시 야사동,한신더휴영천퍼스트,84.9389,12,"24,500",10,2017,망정1길 171
경상북도 영천시 야사동,야사주공3차단지,47.31,12,"3,000",3,1991,충효로 147
경기도 군포시 금정동,다산주공(3단지),84.82,12,"57,500",6,1992,오금로 16
경기도 군포시 금정동,퇴계주공(351~359동),41.85,12,"26,500",8,1993,광정로 25-20
서울특별시 중구 황학동,한양I-Class,16.37,12,"13,000",14,2013,난계로 173
경상북도 구미시 구평동,부영7,59.987,12,"14,000",15,2004,인동36길 23-34
경상북도 구미시 사곡동,보성2황실타운,59.98,12,"12,400",11,2001,상사동로28길 11
경상북도 구미시 형곡동,구미형곡금호어울림포레1차,84.863,12,"35,500",12,2017,신시로 119
경기도 의왕시 오전동,의왕더샵캐슬,113.001,12,"104,000",3,2021,어내들로 5
경기도 의왕시 오전동,신원수선화,115.86,12,"53,000",12,2000,모락로 89-16
경상북도 구미시 남통동,금오산금호어울림2단지,84.878,12,"23,500",12,2010,선기로3길 54
경상북도 구미시 남통동,금오산금호어울림2단지,84.878,12,"19,000",17,2010,선기로3길 54
경상북도 구미시 봉곡동,영남네오빌시티1단지,84.8548,12,"19,100",17,2005,봉곡로23길 6-6
경기도 의왕시 포일동,인덕원숲속마을3단지,84.9,12,"86,000",2,2011,포일세거리로 93
경기도 하남시 창우동,부영,49.58,12,"49,500",14,1994,대청로 119
경상북도 김천시 율곡동,사랑으로부영1단지,84.9933,12,"27,000",12,2016,용전로 47
경상북도 김천시 율곡동,김천혁신도시영무예다음1차,84.6182,12,"30,600",8,2014,혁신8로 66
경기도 하남시 신장동,동일하이빌,84.87,12,"67,000",9,1999,대청로59번길 20
전북특별자치도 전주시덕진구 송천동2가,전주송천(2)주공11,59.57,12,"16,800",9,2004,천마산로 33
서울특별시 영등포구 여의도동,수정,150.65,12,"247,000",10,1976,국제금융로7길 1
전북특별자치도 전주시덕진구 송천동2가,에코시티더샵3차,99.47,12,"73,000",8,2019,세병로 136
인천광역시 서구 당하동,경원하이뷰,19.489,12,"8,000",10,2014,원당대로 638
서울특별시 영등포구 여의도동,삼부,92.13,12,"234,500",2,1975,국제금융로7길 27
서울특별시 영등포구 여의도동,미성,101.29,12,"230,000",11,1980,의사당대로 110
경기도 하남시 망월동,미사강변효성해링턴플레이스엔에이치에프,51.97,12,"65,000",6,2017,미사강변한강로 326
서울특별시 동대문구 제기동,한신아파트,59.84,12,"50,000",20,2004,고산자로 534
경기도 하남시 풍산동,하남힐즈파크푸르지오2단지,59.7161,12,"70,000",8,2018,세미로1길 11
경상북도 경주시 동천동,삼성102동,59.79,12,"13,500",12,1994,초당길55번길 10
경상북도 경주시 황성동,황성KCC스위첸,84.4943,12,"30,000",17,2018,유림로 23
경기도 남양주시 진접읍 장현리,금강펜터리움,84.955,12,"31,500",4,2007,금강로1573번길 3
경기도 남양주시 진접읍 장현리,정광산호,84.905,12,"26,000",15,1994,금강로 1530-13
전북특별자치도 전주시덕진구 송천동2가,에코시티KCC스위첸,84.989,12,"55,400",18,2019,세병로 184
전북특별자치도 전주시덕진구 송천동2가,에코시티KCC스위첸,84.989,12,"55,400",18,2019,세병로 184
경기도 하남시 감이동,감일스타힐스,84.95,12,"105,000",25,2021,감일순환로 170
전북특별자치도 전주시덕진구 송천동2가,에코시티데시앙12블럭,59.9821,12,"39,500",6,2019,백석로 145
경기도 고양시일산동구 식사동,위시티일산자이2단지,163.25,12,"86,500",15,2010,위시티4로 46
경기도 수원시장안구 천천동,화서역푸르지오더에듀포레,59.98,12,"52,500",2,2009,화산로 85
경기도 용인시기흥구 언남동,힐스테이트구성,84.9613,12,"59,000",8,2023,용인향교로 29
경기도 용인시기흥구 신갈동,삼익,59.86,12,"33,000",7,1999,신갈로124번길 3
경기도 용인시기흥구 서천동,영통로효성해링턴플레이스1차,59.963,12,"55,000",15,2017,서그내로16번길 30
경기도 수원시장안구 정자동,청솔마을한라,59.985,12,"43,500",8,2001,만석로20번길 28
경기도 수원시장안구 정자동,화서역파크푸르지오,84.7,12,"115,000",40,2021,대평로 27
경기도 수원시장안구 정자동,수원 SK SKY VIEW,59.961,12,"61,500",28,2013,이목로 24
경기도 수원시권선구 권선동,수원아이파크시티4단지,84.866,12,"60,000",4,2012,동수원로145번길 23
경기도 수원시권선구 당수동,삼정그린뷰,59.93,12,"24,000",10,1997,당진로14번길 46
세종특별자치시  다정동,가온마을4단지,84.99,12,"73,500",23,2019,다정중앙로 19
경기도 수원시영통구 매탄동,현대힐스테이트,59.648,12,"46,000",3,2006,권광로260번길 36
경기도 고양시일산동구 풍동,성원1차,59.76,12,"27,000",6,1998,고풍로 44-25
경기도 용인시기흥구 상하동,용인상하진흥더루벤스2단지,133.0893,12,"45,000",2,2008,중부대로746번길 21
세종특별자치시  나성동,나릿재마을3단지,84.1711,12,"89,700",14,2021,국세청로 45
경기도 수원시권선구 호매실동,호매실마을13단지,59.93,12,"41,800",7,2015,호매실로218번길 111
세종특별자치시  한솔동,첫마을3단지(퍼스트프라임),84.87,12,"50,000",3,2011,나리1로 15
경기도 수원시영통구 영통동,벽적골두산,59.73,12,"47,200",16,1997,영통로 232
경기도 수원시영통구 영통동,신나무실신안,59.965,12,"40,800",13,1997,매영로310번길 12
경기도 수원시영통구 영통동,신나무실휴먼시아5단지,59.99,12,"40,000",8,1997,영통로290번길 25
경기도 수원시영통구 영통동,벽적골9단지주공,49.26,12,"36,800",10,1999,봉영로1517번길 27
경기도 수원시영통구 영통동,황골마을(쌍용),59.79,12,"36,000",3,1998,봉영로1744번길 16
경기도 수원시영통구 영통동,황골마을주공1,59.94,12,"39,000",12,1997,영통로 498
경기도 수원시영통구 영통동,황골마을주공1,49.76,12,"30,000",5,1997,영통로 498
경기도 수원시영통구 영통동,영통3풍림아이원,84.877,12,"52,800",16,2002,봉영로1482번길 18
경상남도 창원시성산구 사파동,대동,50.25,12,"27,500",1,1988,신사로 106
경상남도 창원시진해구 풍호동,창원마린푸르지오1단지,84.9849,12,"41,500",8,2015,천자로 386
경상남도 창원시진해구 경화동,경화동두산위브,84.9052,12,"39,000",14,2017,조천로 30
경기도 수원시영통구 망포동,마젤란21,84.7237,12,"42,000",1,2006,영통로154번길 116
경상남도 창원시성산구 상남동,대동,84.942,12,"25,500",1,1994,동산로 115
경상남도 창원시성산구 상남동,대동,49.95,12,"20,000",4,1995,동산로 115
경기도 용인시기흥구 영덕동,호반써밋레이크파크,84.9588,12,"70,000",2,2009,흥덕1로79번길 37
경기도 고양시덕양구 고양동,푸른마을1단지,59.176,12,"30,500",19,2008,푸른마을로 14
경기도 부천시원미구 중동,보람마을(아주),84.94,12,"60,000",6,1995,조마루로 134
경기도 용인시수지구 죽전동,성현마을우미이노스빌2차,59.9534,12,"50,000",6,2004,죽전로 143
경상남도 창원시성산구 내동,월드메르디앙웨스턴애비뉴,84.8885,12,"28,800",13,2009,삼동로128번길 24
경상남도 창원시성산구 천선동,서광파크빌,84.8446,12,"21,000",2,2002,안민안길 50
경기도 고양시덕양구 향동동,DMC두산위브더퍼스트,59.94,12,"58,200",15,2020,향기5로 66
경기도 고양시덕양구 향동동,DMC중흥S-클래스더센트럴,59.9234,12,"66,000",10,2020,향동1로 20
경기도 고양시덕양구 향동동,DMC리슈빌더포레스트,74.4654,12,"74,000",20,2019,향기로 30
경기도 수원시장안구 천천동,화서역푸르지오더에듀포레,59.98,12,"49,500",5,2009,화산로 85
경기도 고양시덕양구 행신동,소만마을3단지(늘푸른아파트),51.03,12,"33,700",15,1996,충경로 138
경기도 고양시덕양구 행신동,햇빛주공23,59.97,12,"34,000",12,1996,화신로 105
경기도 수원시영통구 영통동,신나무실휴먼시아5단지,49.59,11,"31,000",13,1997,영통로290번길 25
경기도 수원시영통구 영통동,신나무실신안,59.965,11,"37,900",2,1997,매영로310번길 12
경기도 수원시영통구 영통동,신나무실신성,59.965,11,"40,000",19,1997,매영로310번길 12
경기도 수원시영통구 영통동,영통마크타워,29.1,11,"16,000",9,2017,청명로 10
경기도 수원시영통구 영통동,청명센트레빌,101.7076,11,"68,500",18,2013,영통로525번길 35
경기도 용인시수지구 풍덕천동,삼익아파트,59.76,11,"42,000",2,1994,문인로 59
경기도 용인시기흥구 구갈동,기흥역지웰푸르지오,84.92,11,"79,200",34,2017,기흥역로 16
경기도 용인시기흥구 구갈동,기흥역더샵,94.8088,11,"95,500",37,2018,기흥역로58번길 78
경상남도 창원시성산구 상남동,성원,59.97,11,"23,450",14,1994,원이대로 774
경기도 부천시원미구 상동,라일락마을(신성미소지움),59.962,11,"58,000",11,2002,도약로 36
경기도 수원시영통구 매탄동,현대힐스테이트,59.648,11,"39,500",1,2006,권광로260번길 36
경상남도 창원시성산구 상남동,성원,59.97,11,"23,450",14,1994,원이대로 774
경기도 용인시기흥구 서천동,현대홈타운,115.976,11,"58,400",13,2002,예현로35번길 21
경기도 부천시원미구 상동,백송마을(풍림아이원),59.997,11,"51,900",11,2002,부흥로 49
경기도 부천시원미구 중동,미리내마을(한양),41.09,11,"30,900",6,1994,조마루로285번길 47
경기도 부천시원미구 상동,라일락마을(서해),127.738,11,"95,000",5,2002,상동로117번길 22
경상남도 창원시성산구 상남동,성원,59.97,11,"23,600",20,1994,원이대로 774
경기도 고양시덕양구 행신동,소만마을1단지,45.48,11,"23,000",3,1995,충경로 149
경상남도 창원시진해구 용원동,부산신항만이지더원1단지,84.8926,11,"24,000",6,2014,신항동로 143
경기도 용인시기흥구 상하동,풍림,59.97,11,"31,900",16,1998,어정로 80
경기도 용인시수지구 신봉동,신봉마을LG자이1차,101.732,11,"76,000",12,2004,신봉2로 26
경기도 용인시기흥구 서천동,현대홈타운,84.257,11,"46,400",13,2002,예현로35번길 21
경기도 부천시원미구 중동,금강마을(주공),42.75,11,"34,000",7,1995,계남로 106
경기도 부천시원미구 중동,부천중동해링턴플레이스,75.7937,11,"60,500",12,2019,심중로 67
경기도 고양시덕양구 화정동,별빛마을9단지(907동에서912동),84.93,11,"59,600",12,1995,화신로 311
경기도 용인시수지구 성복동,성동마을강남,134.6478,11,"91,000",11,2001,수지로113번길 16
경기도 고양시덕양구 신원동,삼송10단지동일스위트2차,76.1337,11,"58,500",17,2018,신원1로 70
경기도 고양시덕양구 신원동,삼송10단지동일스위트2차,76.1337,11,"59,000",23,2018,신원1로 70
경기도 수원시영통구 망포동,동수원자이2차,115.4594,11,"55,000",23,2002,태장로71번길 19
경기도 수원시영통구 망포동,영통SKVIEW,84.4619,11,"83,300",12,2016,영통로200번길 112
경기도 수원시영통구 망포동,방죽마을영통뜨란채,84.72,11,"50,800",19,2005,영통로200번길 156
경기도 수원시장안구 정자동,동신1단지,56.71,11,"25,200",7,1987,장안로 232
경기도 수원시장안구 천천동,화서역푸르지오더에듀포레,59.98,11,"53,200",11,2009,화산로 85
경기도 수원시장안구 정자동,대성,44.64,11,"13,800",3,1987,수성로275번길 45
세종특별자치시  종촌동,가재마을8단지,84.6799,11,"36,000",13,2015,달빛로 16
경상남도 창원시성산구 가음동,한림풀에버,84.9201,11,"56,500",16,2014,가음정로23번길 10-21
경상남도 창원시진해구 남문동,남문호반베르디움,71.991,11,"24,000",9,2018,웅천동로43번길 19
세종특별자치시  다정동,가온마을6단지,84.9837,11,"64,000",10,2018,다정중앙로 77
경기도 용인시기흥구 언남동,하마비마을동부,134.99,11,"52,250",18,1998,구성로 123
경기도 수원시영통구 영통동,벽적골롯데,49.71,11,"37,000",13,2002,덕영대로1555번길 20
경기도 성남시분당구 정자동,한솔마을(4단지)(주공),42.75,11,"61,800",1,1994,백현로 206
전라남도 무안군 청계면 도림리,미래엔스위트(101동),74.0543,11,"18,800",7,2019,도림길 47-34
울산광역시 북구 효문동,효문코오롱하늘채,77.03,11,"34,700",10,2018,율동2길 8
경기도 화성시 반송동,시범한빛마을한화꿈에그린,84.8,11,"71,000",19,2007,동탄시범한빛길 10
전북특별자치도 전주시덕진구 송천동1가,송천신일,130.36,11,"23,300",5,1993,솔내로 142
강원특별자치도 춘천시 후평동,대우아파트,76.12,11,"16,100",4,1991,후만로126번길 31
경기도 성남시분당구 정자동,현대I-PARK3,163.74,11,"209,500",8,2003,정자일로213번길 5
인천광역시 서구 가정동,루원시티프라디움,84.996,11,"63,000",9,2018,봉오재3로 66
충청남도 당진시 수청동,당진수청한라비발디캠퍼스,59.6953,11,"22,500",13,2020,동부로 99
경상북도 영주시 영주동,철탄,54.8,11,"3,700",5,1997,숫골길 51
경기도 화성시 산척동,더레이크시티부영1단지,84.5413,11,"66,000",1,2018,동탄대로8길 91
경기도 화성시 산척동,더레이크시티부영1단지,84.5413,11,"66,000",1,2018,동탄대로8길 91
전라남도 무안군 삼향읍 남악리,남악신도시모아엘가2차,84.867,11,"26,300",17,2013,남악4로34번길 8
전라남도 무안군 삼향읍 남악리,신동아파밀리에,84.99,11,"17,300",1,2008,남악영산길 39
전라남도 목포시 산정동,산정현대,49.55,11,"2,550",4,1987,산정로203번길 24
울산광역시 북구 송정동,울산송정호반베르디움,84.9744,11,"55,000",9,2018,박상진3로 5
경기도 화성시 기산동,행복마을 참누리 에듀파크(101동-113동),84.914,11,"43,000",10,2006,동탄지성로 295
전라남도 무안군 삼향읍 남악리,부영애시앙,115.7575,11,"27,700",7,2007,남악5로72번길 7
부산광역시 북구 덕천동,아남프라자,59.22,11,"20,000",9,2000,금곡대로8번길 33
대전광역시 서구 둔산동,리베라스위트빌,34.5575,11,"7,000",12,2003,갈마역로 22
대전광역시 서구 둔산동,리베라스위트빌,34.5575,11,"7,000",12,2003,갈마역로 22
전라남도 목포시 연산동,연산골드클래스8차,61.521,11,"18,500",4,2018,산정로 308
강원특별자치도 평창군 대관령면 횡계리,동보,32.615,11,"3,500",3,1998,대관령마루길 50-24
충청남도 천안시서북구 성정동,현대2,84.94,11,"16,000",12,1990,쌍용대로 303
