Unnamed: 0,번호,제목,저자,출판사,출판일
,45,AI techniques applied to microwave circuit design,"Parks, G.;Linton, D.",Queen's University,1993
,46,Posthuman learning: AI from novice to expert?,"Hasse, Cathrine",SPRINGER VERLAG KG,2018
,47,AI & The Net: Expert Systems on the Net,"Merritt, D.","KNOWLEDGE TECHNOLOGY, INC.",1998
,48,AI Theory and Practice: A Discussion on Hard Challenges and Opportunities Ahead,"Horvitz, E.; Getoor, L.; Guestrin, C.; Hendler, J.; Kautz, H.; Konstan, J.; Subramanian, D.; Wellman, M.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2010
,49,"Components, Curriculum, and Community: Robots and Robotics in Undergraduate AI Education","Dodds, Z.; Greenwald, L.; Howard, A.; Tejada, S.; Weinberg, J.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2006
,50,The Angry Birds AI Competition,"Renz,  Jochen; Ge,  Xiaoyu; Gould,  Stephen; Zhang,  Peng",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2015
,51,Cognitive Orthoses: Toward Human-Centered AI,"Ford,  Kenneth M.; Hayes,  Patrick J.; Glymour,  Clark; Allen,  James",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2015
,52,"AI at Microsoft: The Redmond-based software giant's reseach in automated reasoning under uncertainty, and looks at potential applications","Lewinson, L.","KNOWLEDGE TECHNOLOGY, INC.",1995
,53,Short biographies of contributors to the AI & Society 25th anniversary volume 28.1,unknown,SPRINGER VERLAG KG,2013
,54,The Diversity of AI,"Leake, D.B.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2012
,55,"Building AI Applications: Yesterday, Today, and Tomorrow","Smith,  Reid G.; Eckroth,  Joshua",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2017
,56,Introducing Worldwide AI,"Fox, M.; Veloso, M.; Horvitz, E.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2012
,57,The road ahead or knowledge management: An AI perspective,"Smith, Reid G",American Association for Artificial Intelligence,2000
,58,Announcing the New App for AI Magazine,"Leake, D.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2013
,59,Society under threatâ€¦ but not from AI,"Narayanan, A.",SPRINGER VERLAG KG,2013
,60,Four Decades of AI in Portugal,"Ventura,  Rodrigo",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2016
,61,AI Language Resource Guide,"Shaw, J.",MILLER FREEMAN INC,1993
,62,AI and Bioinformatics,"Glasgow, J.; Jurisica, I.; Rost, B.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2004
,63,"Guest Editorial AI & Society: Enterprise, Innovations and Society","Pancholi, J.",SPRINGER VERLAG KG,2007
,64,AI and Space-Based Experiments: An expert system that helps astronauts perform research in outer space,"Benningfield, D.","KNOWLEDGE TECHNOLOGY, INC.",1995
,65,Intelligent Technology for an Aging Population: The Use of AI to Assist Elders with Cognitive Impairment,"Pollack, M. E.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2005
,66,Building Bridges between AI and Cognitive Psychology,"Reed, Stephen K.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2019
,67,Special issue: AI and next-generation supply networks,"Srai, J. S.",SPRINGER VERLAG KG,2015
,68,Teaching Integrated AI through Interdisciplinary Project-Driven Courses,"Eaton,  Eric",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2017
,69,Computer Chess: The Drosophila of AI,"Coles, L. S.",MILLER FREEMAN INC,1994
,70,Methods of AI for Multimodal Sensing and Action for Complex Situations,"Blasch, Erik; Cruise, Robert; Aved, Alexander; Majumder, Uttam; Rovito, Todd",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2019
,71,Recent Trends in Context Exploitation for Information Fusion and AI,"Snidaro, Lauro; Garcia, Jesus; Llinas, James; Blasch, Erik",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2019
,72,Non-artificial non-intelligence: Amazon's Alexa and the frictions of AI,"Karppi, Tero; Granata, Yvette",SPRINGER VERLAG KG,2019
,73,The Best of AI in Japan - Prologue,"Nishida, T.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2012
,74,Humans and Machines in the Evolution of AI in Korea,"Zhang,  Byoung-Tak",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2016
,75,Challenges of Human-Aware AI Systems,"Kambhampati, Subbarao",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2020
,76,Toward the AI Index,"Shoham,  Yoav",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2017
,77,Announcing the Digital Edition of AI Magazine,"Leake, D.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2013
,78,AI Rebel Agents,"Coman, Alexandra; Aha, David W.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2018
,79,To Serve AI (It's a Cookbook),"Hendler, James",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2018
,80,"AI, agency and responsibility: the VW fraud case and beyond","Johnson, Deborah G.; Verdicchio, Mario",SPRINGER VERLAG KG,2018
,81,Incremental Heuristic Search in AI,"Koenig, S.; Likhachev, M.; Liu, Y.; Furcy, D.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2004
,82,A Virtual Archive for the History of AI,"Buchanan, B.G.; Eckroth, J.; Smith, R.G.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2013
,83,(AA)AI - More Than the Sum of Its Parts,"Brachman, R. J.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2006
,84,The Mario AI Championship 2009-2012,"Togelius, J.; Shaker, N.; Karakovskiy, S.; Yannakakis, G.N.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2013
,85,Reflections on James Bond of AI,"Yajnik, Urjit A.",SPRINGER VERLAG KG,2017
,86,AI & Society: In Memoriam,"Gill, Karamjit S.",SPRINGER VERLAG KG,2018
,87,Melomics: A Case-Study of AI in Spain,"Quintana, C.S.; Arcas, F.M.; Molina, D.A.; Rodriguez, J.D.F.; Vico, F.J.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2013
,88,AI in Greece: The Case of Research on Linked Geospatial Data,"Koubarakis, Manolis; Vouros, George; Chalkiadakis, Georgios; Plagianakos, Vassilis; Tjortjis, Christos; Kavallieratou, Ergina; Vrakas, Dimitris; Mavridis, Nikolaos; Petasis, Georgios; Blekas, Konstantinos",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2018
,89,"AI and the Net: Future Ideas - Intelligent Filtering of Sports, Teaching on the Web, Representing Knowledge in XML","Kroening, M.","KNOWLEDGE TECHNOLOGY, INC.",1999
,90,Alexa Prize — State of the Art in Conversational AI,"Khatri, Chandra; Venkatesh, Anu; Hedayatnia, Behnam; Ram, Ashwin; Gabriel, Raefer; Prasad, Rohit",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2018
,91,AI and Agents: State of the Art,"Alonso, E.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2002
,92,Keeping It Real: Using Real-World Problems to Teach AI to Diverse Audiences,"Sintov,  Nicole; Kar,  Debarun; Nguyen,  Thanh; Fang,  Fei; Hoffman,  Kevin; Lyet,  Arnaud; Tambe,  Milind",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2017
,93,AI Information on Internet,"Hengl, T.","KNOWLEDGE TECHNOLOGY, INC.",1994
,94,AI and Human Society,"Gelepithis, P.",SPRINGER VERLAG KG,1999
,95,CiteSeerX: AI in a Digital Library Search Engine,"Wu,  Jian; Williams,  Kyle; Chen,  Hung-Hsuan; Khabsa,  Madian; Caragea,  Cornelia; Tuarob,  Suppawong; Ororbia,  Alexander; Jordan,  Douglas; Mitra,  Prasenjit; Giles,  C. Lee",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2015
,96,The Pyro Toolkit for AI and Robotics,"Blank, D.; Kumar, D.; Meeden, L.; Yanco, H.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2006
,97,The Low-Cost Evolution of AI in Domestic Floor Cleaning Robots,"Kleiner, Alexander",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2018
,98,Editorial: AI Education for the World,"Goel,  Ashok",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2017
,99,Editorial: Expository AI Applications,"Goel,  Ashok",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2017
,100,AAAI's National and Innovative Applications Conferences Celebrate 50 Years of AI,"Hedberg, S. R.",AAAI AMERICAN ASSOCIATION OF ARTIFICIAL,2006
